reason,source_doc,reference_page,raw_office,payee,description,amount,detail
duplicate_rows_advisory,112sdoc7,55,APPROPRIATIONS,,PROFESSIONAL STAFF MEMBER,"80,374.92",appears 2x on same page
duplicate_rows_advisory,112sdoc7,55,APPROPRIATIONS,,PROFESSIONAL STAFF MEMBER,"70,999.96",appears 2x on same page
duplicate_rows_advisory,112sdoc7,56,APPROPRIATIONS,,PROFESSIONAL STAFF MEMBER,"83,749.92",appears 5x on same page
duplicate_rows_advisory,112sdoc7,56,APPROPRIATIONS,,STAFF ASSISTANT,"21,499.96",appears 2x on same page
duplicate_rows_advisory,112sdoc7,56,APPROPRIATIONS,,PROFESSIONAL STAFF MEMBER,"85,249.92",appears 2x on same page
duplicate_rows_advisory,112sdoc7,77,MAJORITY WHIP (D),,LEADERSHIP AIDE,"30,000.00",appears 2x on same page
duplicate_rows_advisory,112sdoc7,77,MAJORITY WHIP (D),,LEGISLATIVE ASSISTANT FROM MAR. 6,"3,472.21",appears 2x on same page
duplicate_rows_advisory,112sdoc7,80,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,,DEPUTY COUNSEL TO THE VICE PRESIDENT AND DEPUTY ASSISTANT TO THE VICE PRESIDENT,"54,999.96",appears 2x on same page
duplicate_rows_advisory,112sdoc7,84,PRESIDENT PRO TEMPORE (D),,SPECIAL ASSISTANT,"23,499.96",appears 2x on same page
duplicate_rows_advisory,112sdoc7,87,MINORITY LEADER (R),,PRESS ASSISTANT,"18,000.00",appears 2x on same page
duplicate_rows_advisory,112sdoc7,87,MINORITY LEADER (R),,STAFF ASSISTANT,"17,499.96",appears 3x on same page
duplicate_rows_advisory,112sdoc7,105,SECRETARY FOR THE MINORITY (R),,CLOAKROOM ASSISTANT,"19,999.92",appears 2x on same page
duplicate_rows_advisory,112sdoc7,121,SGT @ ARMS - CENTRAL OPERATIONS,,MAIL CARRIER,"15,767.40",appears 2x on same page
duplicate_rows_advisory,112sdoc7,121,SGT @ ARMS - CENTRAL OPERATIONS,,PARKING OPERATIONS SPECIALIST FROM FEB. 13,"2,919.84",appears 2x on same page
duplicate_rows_advisory,112sdoc7,123,SGT @ ARMS - CAPITOL DIVISION,,DOORKEEPER,"18,220.44",appears 2x on same page
duplicate_rows_advisory,112sdoc7,123,SGT @ ARMS - CAPITOL DIVISION,,DOORKEEPER,"17,519.40",appears 2x on same page
duplicate_rows_advisory,112sdoc7,124,SGT @ ARMS - CAPITOL DIVISION,,DOORKEEPER,"17,870.40",appears 2x on same page
duplicate_rows_advisory,112sdoc7,126,SGT @ ARMS - CAPITOL DIVISION,,PAGE TO JAN. 27,"8,321.58",appears 29x on same page
duplicate_rows_advisory,112sdoc7,126,SGT @ ARMS - CAPITOL DIVISION,,PAGE FROM JAN. 30,"4,338.60",appears 3x on same page
duplicate_rows_advisory,112sdoc7,127,SGT @ ARMS - CAPITOL DIVISION,,PAGE FROM JAN. 30,"4,338.60",appears 26x on same page
duplicate_rows_advisory,112sdoc7,129,SGT @ ARMS - IT SUPPORT SERVICES,,CAPITOL TELEPHONE EXCHANGE OPERATOR,"23,784.96",appears 2x on same page
duplicate_rows_advisory,112sdoc7,129,SGT @ ARMS - IT SUPPORT SERVICES,,CAPITOL TELEPHONE EXCHANGE OPERATOR,"22,168.44",appears 2x on same page
duplicate_rows_advisory,112sdoc7,131,SGT @ ARMS - STAFF OFFICES,,SENIOR PROCUREMENT & CONTRACTING SPECIALIST,"64,257.96",appears 2x on same page
duplicate_rows_advisory,112sdoc7,131,SGT @ ARMS - STAFF OFFICES,,SENIOR HUMAN RESOURCES ADMINISTRATOR,"63,088.44",appears 2x on same page
duplicate_rows_advisory,112sdoc7,132,SGT @ ARMS - STAFF OFFICES,,PRINCIPAL INFORMATION TECHNOLOGY SPECIALIST,"63,088.44",appears 2x on same page
duplicate_rows_advisory,112sdoc7,135,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,PRINCIPAL SOFTWARE SPECIALIST,"69,398.40",appears 2x on same page
duplicate_rows_advisory,112sdoc7,135,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,PRINCIPAL SOFTWARE SPECIALIST,"63,088.44",appears 3x on same page
duplicate_rows_advisory,112sdoc7,135,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SENIOR INFORMATION TECHNOLOGY SPECIALIST,"58,415.40",appears 2x on same page
duplicate_rows_advisory,112sdoc7,135,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SR INFORMATION TECHNOLOGY MANAGER,"74,948.40",appears 2x on same page
duplicate_rows_advisory,112sdoc7,135,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,PRINCIPAL INFORMATION TECHNOLOGY SPECIALIST,"63,088.44",appears 2x on same page
duplicate_rows_advisory,112sdoc7,136,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SENIOR INFORMATION TECHNICIAN SPECIALIST,"58,415.40",appears 2x on same page
duplicate_rows_advisory,112sdoc7,143,SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,SENATE SENIOR COUNSEL FOR EMPLOYMENT,"84,729.48",appears 2x on same page
duplicate_rows_advisory,112sdoc7,144,SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,EMPLOYEE BENEFITS SPECIALIST 1,"33,947.40",appears 2x on same page
duplicate_rows_advisory,112sdoc7,148,SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,,REPORTER OF DEBATES,"72,528.48",appears 4x on same page
duplicate_rows_advisory,112sdoc7,148,SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,,REALTIME CAPTIONER,"72,528.48",appears 2x on same page
duplicate_rows_advisory,112sdoc7,188,CONSULTANTS,,POLICY ADVISOR,"85,657.44",appears 3x on same page
duplicate_rows_advisory,112sdoc7,188,CONSULTANTS,,LEGAL COUNSEL,"85,657.44",appears 2x on same page
duplicate_rows_advisory,112sdoc7,412,SENATOR KELLY AYOTTE,,LEGISLATIVE CORRESPONDENT,"17,749.92",appears 2x on same page
duplicate_rows_advisory,112sdoc7,412,SENATOR KELLY AYOTTE,,STAFF ASSISTANT,"16,249.92",appears 2x on same page
duplicate_rows_advisory,112sdoc7,413,SENATOR KELLY AYOTTE,,SPECIAL ASSISTANT FOR CASEWORK AND PROJECTS,"22,500.00",appears 2x on same page
duplicate_rows_advisory,112sdoc7,424,SENATOR JOHN BARRASSO,,INTERN TO DEC. 16,"4,053.33",appears 2x on same page
duplicate_rows_advisory,112sdoc7,424,SENATOR JOHN BARRASSO,,INTERN FROM JAN. 3,"4,693.33",appears 3x on same page
duplicate_rows_advisory,112sdoc7,450,SENATOR MARK BEGICH,,LEGISLATIVE AIDE,"21,124.92",appears 2x on same page
