reason,source_doc,reference_page,raw_office,payee,description,amount,detail
unparseable_date,119sdoc6,225,FEDERAL EMPLOYEES COMPENSATION ACCOUNT,,BENEFITS FOR FORMER PERSONNEL,"$428,518.43",end_date=BENEFITS FOR FORMER PERSONNEL
unparseable_date,119sdoc6,226,FEDERAL EMPLOYEES COMPENSATION ACCOUNT,,BENEFITS FOR FORMER PERSONNEL,"$347,176.98",end_date=BENEFITS FOR FORMER PERSONNEL
unparseable_date,119sdoc6,245,RESERVE FOR CONTINGENCIES,,BENEFITS FOR FORMER PERSONNEL,"$396,661.37",end_date=BENEFITS FOR FORMER PERSONNEL
contaminated_office_name,119sdoc6,343,SECRETARY - FINANCIAL SYSTEM MODERNIZATION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,"BART & ASSOCIATES, LLC",SOFTWARE MAINT,"$256,881.82",
contaminated_office_name,119sdoc6,343,SECRETARY - FINANCIAL SYSTEM MODERNIZATION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,"BART & ASSOCIATES, LLC",APPLICATION SOFTWARE MAINT,"$118,000.00",
contaminated_office_name,119sdoc6,343,SECRETARY - FINANCIAL SYSTEM MODERNIZATION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,"BART & ASSOCIATES, LLC",APPLICATION SOFTWARE MAINT,"$166,422.00",
contaminated_office_name,119sdoc6,343,SECRETARY - FINANCIAL SYSTEM MODERNIZATION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,DELOITTE CONSULTING LLP,ADMINISTRATIVE SUPPORT,"$1,876.74",
contaminated_office_name,119sdoc6,343,SECRETARY - FINANCIAL SYSTEM MODERNIZATION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,"BART & ASSOCIATES, LLC",APPLICATION SOFTWARE MAINT,"$400,954.38",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,"FALLON & WILKINSON, LLC",CONSERVATION SERVICES,"$21,113.00",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,"FALLON & WILKINSON, LLC",CONSERVATION SERVICES,"$19,434.75",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,"FALLON & WILKINSON, LLC",CONSERVATION SERVICES,"$5,664.00",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,"FALLON & WILKINSON, LLC",CONSERVATION SERVICES,"$19,697.00",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,"FALLON & WILKINSON, LLC",CONSERVATION SERVICES,"$1,318.00",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,CHRISTOPHER SHELTON CONSERVATION LLC,CONSERVATION SERVICES,"$3,456.00",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,"FALLON & WILKINSON, LLC",CONSERVATION SERVICES,"$4,064.00",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,BRUCE M WHITE PHOTOGRAPHY,"OTHER ADVISORY, ASSISTNCE SVC","$12,990.00",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,SARA ELAINE ZUKOWSKI,CONSERVATION SERVICES,"$9,575.00",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,LILI VON BAEYER,CONSERVATION SERVICES,"$1,767.48",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,"FALLON & WILKINSON, LLC",CONSERVATION SERVICES,"$21,143.00",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,"FALLON & WILKINSON, LLC",CONSERVATION SERVICES,"$4,858.50",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,COMPTON STUDIOS LLC,CONSERVATION SERVICES,"$2,650.00",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,"FALLON & WILKINSON, LLC",CONSERVATION SERVICES,"$8,128.00",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,"FALLON & WILKINSON, LLC",CONSERVATION SERVICES,"$11,119.75",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,OLIN CONSERVATION INC,CONSERVATION SERVICES,"$10,572.87",
contaminated_office_name,119sdoc6,344,SECRETARY - SENATE COLLECTION Funding Year X (NO-YEAR) SECRETARY OF THE SENATE,IRON MOUNTAIN DBA CROZIER FINE ARTS,CONSERVATION SERVICES,"$16,606.00",
