reason,source_doc,reference_page,raw_office,payee,description,amount,detail
duplicate_rows_advisory,119sdoc6,387,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,FINANCIAL CLERK US SENATE,PRODUCTION EQUIPMENT,"-$4,625.00",appears 2x on same page
