reason,source_doc,reference_page,raw_office,payee,description,amount,detail
duplicate_rows_advisory,112sdoc4,57,APPROPRIATIONS,,PROFESSIONAL STAFF MEMBER,"79,999.92",appears 2x on same page
duplicate_rows_advisory,112sdoc4,58,APPROPRIATIONS,,PROFESSIONAL STAFF MEMBER,"84,249.96",appears 2x on same page
duplicate_rows_advisory,112sdoc4,58,APPROPRIATIONS,,PROFESSIONAL STAFF MEMBER,"83,749.92",appears 5x on same page
duplicate_rows_advisory,112sdoc4,58,APPROPRIATIONS,,PROFESSIONAL STAFF MEMBER,"47,749.92",appears 2x on same page
duplicate_rows_advisory,112sdoc4,58,APPROPRIATIONS,,PROFESSIONAL STAFF MEMBER,"85,249.92",appears 2x on same page
duplicate_rows_advisory,112sdoc4,59,APPROPRIATIONS,,STAFF ASSISTANT,"18,999.96",appears 2x on same page
duplicate_rows_advisory,112sdoc4,79,MAJORITY WHIP (D),,LEADERSHIP AIDE,"30,000.00",appears 2x on same page
duplicate_rows_advisory,112sdoc4,86,PRESIDENT PRO TEMPORE (D),,SPECIAL ASSISTANT,"27,104.12",appears 2x on same page
duplicate_rows_advisory,112sdoc4,90,MINORITY LEADER (R),,STAFF ASSISTANT,"17,499.96",appears 2x on same page
duplicate_rows_advisory,112sdoc4,109,SECRETARY FOR THE MINORITY (R),,PAGE COORDINATOR FROM JUN. 8 TO AUG. 5,"5,638.86",appears 2x on same page
duplicate_rows_advisory,112sdoc4,130,SGT @ ARMS - CAPITOL DIVISION,,PAGE TO JUN. 11,"5,049.85",appears 21x on same page
duplicate_rows_advisory,112sdoc4,131,SGT @ ARMS - CAPITOL DIVISION,,PAGE TO JUN. 11,"5,049.85",appears 6x on same page
duplicate_rows_advisory,112sdoc4,131,SGT @ ARMS - CAPITOL DIVISION,,DOORKEEPER,"17,519.40",appears 2x on same page
duplicate_rows_advisory,112sdoc4,131,SGT @ ARMS - CAPITOL DIVISION,,PAGE FROM JUN. 13 TO JUL. 8,"1,849.23",appears 6x on same page
duplicate_rows_advisory,112sdoc4,131,SGT @ ARMS - CAPITOL DIVISION,,PAGE FROM JUN. 13 TO JUL. 1,"1,351.36",appears 38x on same page
duplicate_rows_advisory,112sdoc4,132,SGT @ ARMS - CAPITOL DIVISION,,PAGE FROM JUN. 13 TO JUL. 1,"1,351.36",appears 6x on same page
duplicate_rows_advisory,112sdoc4,132,SGT @ ARMS - CAPITOL DIVISION,,PAGE FROM JUL. 11 TO AUG. 5,"1,778.11",appears 52x on same page
duplicate_rows_advisory,112sdoc4,133,SGT @ ARMS - CAPITOL DIVISION,,PAGE FROM SEP. 6,"1,778.11",appears 29x on same page
duplicate_rows_advisory,112sdoc4,133,SGT @ ARMS - CAPITOL DIVISION,,MAIL CARRIER FROM SEP. 6,"2,189.91",appears 2x on same page
duplicate_rows_advisory,112sdoc4,135,SGT @ ARMS - IT SUPPORT SERVICES,,CAPITOL TELEPHONE EXCHANGE OPERATOR,"24,834.96",appears 2x on same page
duplicate_rows_advisory,112sdoc4,136,SGT @ ARMS - IT SUPPORT SERVICES,,CAPITOL TELEPHONE EXCHANGE OPERATOR,"22,168.44",appears 3x on same page
duplicate_rows_advisory,112sdoc4,137,SGT @ ARMS - STAFF OFFICES,,SENIOR PROCUREMENT & CONTRACTING SPECIALIST,"64,257.96",appears 2x on same page
duplicate_rows_advisory,112sdoc4,137,SGT @ ARMS - STAFF OFFICES,,SENIOR HUMAN RESOURCES ADMINISTRATOR,"63,088.44",appears 2x on same page
duplicate_rows_advisory,112sdoc4,141,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,PRINCIPAL SOFTWARE SPECIALIST,"69,398.40",appears 2x on same page
duplicate_rows_advisory,112sdoc4,141,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,PRINCIPAL SOFTWARE SPECIALIST,"63,088.44",appears 2x on same page
duplicate_rows_advisory,112sdoc4,141,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SR INFORMATION TECHNOLOGY MANAGER,"74,948.40",appears 2x on same page
duplicate_rows_advisory,112sdoc4,141,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,PRINCIPAL INFORMATION TECHNOLOGY SPECIALIST,"63,088.44",appears 3x on same page
duplicate_rows_advisory,112sdoc4,142,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,SENIOR INFORMATION TECHNICIAN SPECIALIST,"58,415.40",appears 2x on same page
duplicate_rows_advisory,112sdoc4,150,SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,SENATE SENIOR COUNSEL FOR EMPLOYMENT,"84,729.48",appears 2x on same page
