reason,source_doc,reference_page,raw_office,payee,description,amount,detail
unparseable_date,117sdoc8,217,FEDERAL EMPLOYEES COMPENSATION ACCOUNT,,BENEFITS FOR FORMER PERSONNEL,"$76,930.66",end_date=BENEFITS FOR FORMER PERSONNEL
unparseable_date,117sdoc8,218,FEDERAL EMPLOYEES COMPENSATION ACCOUNT,,BENEFITS FOR FORMER PERSONNEL,"$192,099.31",end_date=BENEFITS FOR FORMER PERSONNEL
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,JESKELL SYSTEMS LLC,MAINT - IT & VOICE/DATA COMM EQUIP,"$13,350.00",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORPORATION,SOFT MAINT - ALL APPLICATIONS,"$7,811.11",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,"$4,015.00",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,$994.58,
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORPORATION,SOFT MAINT - ALL APPLICATIONS,"$35,585.84",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,ROCKET SOFTWARE INC,SOFT MAINT - ALL APPLICATIONS,"$1,926.50",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORPORATION,SOFT MAINT - ALL APPLICATIONS,"$20,925.00",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORPORATION,SOFT MAINT - ALL APPLICATIONS,"$7,811.11",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORPORATION,SOFT MAINT - ALL APPLICATIONS,"$37,018.95",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,"$4,015.00",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORPORATION,SOFT MAINT - ALL APPLICATIONS,"$7,811.11",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,$994.58,
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORPORATION,SOFT MAINT - ALL APPLICATIONS,"$37,606.85",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORPORATION,SOFT MAINT - ALL APPLICATIONS,$994.58,
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,"$4,015.00",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,"$7,811.11",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,ROCKET SOFTWARE INC,SOFT MAINT - ALL APPLICATIONS,"$1,926.50",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,"$37,606.85",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,JESKELL SYSTEMS LLC,MAINT - IT & VOICE/DATA COMM EQUIP,"$8,900.00",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,$994.58,
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,"$4,015.00",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,"$7,811.11",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,"$20,925.00",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,"$28,859.09",
contaminated_office_name,117sdoc8,306,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,"$110,752.15",
contaminated_office_name,117sdoc8,307,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,$994.58,
contaminated_office_name,117sdoc8,307,CARES ACT EMERG. APPROP. P.L. 116-136 Funding Year X (NO-YEAR) MISCELLANEOUS ITEMS,IBM CORP,SOFT MAINT - ALL APPLICATIONS,"$4,015.00",
