reason,source_doc,reference_page,raw_office,payee,description,amount,detail
contaminated_office_name,118sdoc2,335,SECRETARY - SENATE COLLECTION Funding Year SECRETARY OF THE SENATE,FALLON & WILKINSON LLC,CONSERVATION SERVICES,"$15,776.00",
contaminated_office_name,118sdoc2,438,SAA - SENATE HEARING ROOM AUDIOVISUAL EQUIPMENT Funding Year SERGEANT AT ARMS AND DOORKEEPER,PFINIX LLC,"AUDIO, VISUAL EQUIP MAINT","$2,500.00",
contaminated_office_name,118sdoc2,438,SAA - SENATE HEARING ROOM AUDIOVISUAL EQUIPMENT Funding Year SERGEANT AT ARMS AND DOORKEEPER,K2 AUDIO LLC,"AUDIO, VISUAL EQUIPMENT","$16,548.21",
contaminated_office_name,118sdoc2,438,SAA - SENATE HEARING ROOM AUDIOVISUAL EQUIPMENT Funding Year SERGEANT AT ARMS AND DOORKEEPER,PFINIX LLC,"AUDIO, VISUAL EQUIPMENT","$82,050.00",
contaminated_office_name,118sdoc2,438,SAA - SENATE HEARING ROOM AUDIOVISUAL EQUIPMENT Funding Year SERGEANT AT ARMS AND DOORKEEPER,K2 AUDIO LLC,"AUDIO, VISUAL EQUIPMENT","$22,377.51",
contaminated_office_name,118sdoc2,438,SAA - SENATE HEARING ROOM AUDIOVISUAL EQUIPMENT Funding Year SERGEANT AT ARMS AND DOORKEEPER,PFINIX LLC,"AUDIO, VISUAL EQUIPMENT","$73,835.00",
contaminated_office_name,118sdoc2,438,SAA - SENATE HEARING ROOM AUDIOVISUAL EQUIPMENT Funding Year SERGEANT AT ARMS AND DOORKEEPER,K2 AUDIO LLC,"AUDIO, VISUAL EQUIPMENT","$45,345.31",
contaminated_office_name,118sdoc2,438,SAA - SENATE HEARING ROOM AUDIOVISUAL EQUIPMENT Funding Year SERGEANT AT ARMS AND DOORKEEPER,K2 AUDIO LLC,"AUDIO, VISUAL EQUIPMENT","$16,035.03",
contaminated_office_name,118sdoc2,438,SAA - SENATE HEARING ROOM AUDIOVISUAL EQUIPMENT Funding Year SERGEANT AT ARMS AND DOORKEEPER,K2 AUDIO LLC,"AUDIO, VISUAL EQUIPMENT","$53,039.03",
contaminated_office_name,118sdoc2,438,SAA - SENATE HEARING ROOM AUDIOVISUAL EQUIPMENT Funding Year SERGEANT AT ARMS AND DOORKEEPER,PFINIX LLC,"AUDIO, VISUAL EQUIPMENT","$27,000.00",
contaminated_office_name,118sdoc2,438,SAA - SENATE HEARING ROOM AUDIOVISUAL EQUIPMENT Funding Year SERGEANT AT ARMS AND DOORKEEPER,PFINIX LLC,"AUDIO, VISUAL EQUIPMENT","$52,950.00",
contaminated_office_name,118sdoc2,438,SAA - SENATE HEARING ROOM AUDIOVISUAL EQUIPMENT Funding Year SERGEANT AT ARMS AND DOORKEEPER,K2 AUDIO LLC,"AUDIO, VISUAL EQUIPMENT","$35,144.90",
contaminated_office_name,118sdoc2,438,SAA - SENATE HEARING ROOM AUDIOVISUAL EQUIPMENT Funding Year SERGEANT AT ARMS AND DOORKEEPER,K2 AUDIO LLC,"AUDIO, VISUAL EQUIPMENT","$57,576.08",
duplicate_rows_advisory,118sdoc2,334,SECRETARY - FINANCIAL SYSTEM MODERNIZATION Funding Year SECRETARY OF THE SENATE,DEFINITIVE LOGIC CORPORATION,APPLICATION SOFTWARE MAINT,"$18,112.50",appears 2x on same page
duplicate_rows_advisory,118sdoc2,370,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,JOHNSON CONTROLS,"AUDIO, VISUAL EQUIP MAINT",$200.73,appears 2x on same page
duplicate_rows_advisory,118sdoc2,371,SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,JOHNSON CONTROLS,"AUDIO, VISUAL EQUIP MAINT",$328.31,appears 3x on same page
contaminated_office_name,118sdoc2,2416,SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND Funding Year SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND,BY LIGHT PROFESSIONAL IT SERVICES LLC,APPLICATION SOFTWARE MAINT,"$11,591.45",
contaminated_office_name,118sdoc2,2416,SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND Funding Year SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND,BY LIGHT PROFESSIONAL IT SERVICES LLC,APPLICATION SOFTWARE MAINT,"$15,514.71",
contaminated_office_name,118sdoc2,2416,SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND Funding Year SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND,BY LIGHT PROFESSIONAL IT SERVICES LLC,VOICE & DATA COMM EQUIPMENT,"$47,618.35",
contaminated_office_name,118sdoc2,2416,SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND Funding Year SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND,BY LIGHT PROFESSIONAL IT SERVICES LLC,SOFTWARE LICENSE,"$8,657.35",
contaminated_office_name,118sdoc2,2416,SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND Funding Year SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND,GIT SATELLITE LLC,VOICE & DATA COMM EQUIPMENT,"$191,250.00",
contaminated_office_name,118sdoc2,2416,SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND Funding Year SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND,BY LIGHT PROFESSIONAL IT SERVICES LLC,VOICE & DATA COMM EQUIPMENT,"$63,735.33",
contaminated_office_name,118sdoc2,2416,SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND Funding Year SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND,BY LIGHT PROFESSIONAL IT SERVICES LLC,SOFTWARE LICENSE,"$11,587.53",
contaminated_office_name,118sdoc2,2416,SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND Funding Year SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND,PERSPECTA ENTERPRISE SOLUTIONS LLC,"AUDIO, VISUAL EQUIPMENT","$8,348.93",
contaminated_office_name,118sdoc2,2431,OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES Funding Year CONGRESSIONAL ACCESSIBILITY SERVICES,"TOUCH GRAPHICS, INC.",ADAPTIVE EQUIPMENT,"$50,000.00",
contaminated_office_name,118sdoc2,2435,GIFT SHOP Funding Year SENATE GIFT SHOP REVOLVING FUND,NCR CORPORATION,SERVICE CHARGES & OTHER FEES,$61.80,
contaminated_office_name,118sdoc2,2435,GIFT SHOP Funding Year SENATE GIFT SHOP REVOLVING FUND,DOUGLAS P MUELLER VISUAL,"OTHER ADVISORY, ASSISTNCE SVC",$570.00,
contaminated_office_name,118sdoc2,2435,GIFT SHOP Funding Year SENATE GIFT SHOP REVOLVING FUND,NCR CORPORATION,SERVICE CHARGES & OTHER FEES,$89.18,
contaminated_office_name,118sdoc2,2435,GIFT SHOP Funding Year SENATE GIFT SHOP REVOLVING FUND,NCR CORPORATION,SERVICE CHARGES & OTHER FEES,$75.08,
contaminated_office_name,118sdoc2,2435,GIFT SHOP Funding Year SENATE GIFT SHOP REVOLVING FUND,DOUGLAS P MUELLER VISUAL,"OTHER ADVISORY, ASSISTNCE SVC","$1,686.25",
contaminated_office_name,118sdoc2,2435,GIFT SHOP Funding Year SENATE GIFT SHOP REVOLVING FUND,NCR CORPORATION,SERVICE CHARGES & OTHER FEES,$222.38,
contaminated_office_name,118sdoc2,2435,GIFT SHOP Funding Year SENATE GIFT SHOP REVOLVING FUND,NCR CORPORATION,SERVICE CHARGES & OTHER FEES,$130.20,
contaminated_office_name,118sdoc2,2435,GIFT SHOP Funding Year SENATE GIFT SHOP REVOLVING FUND,WIPFLI LLP,SOFTWARE MAINT,"$3,914.00",
contaminated_office_name,118sdoc2,2435,GIFT SHOP Funding Year SENATE GIFT SHOP REVOLVING FUND,DOUGLAS P MUELLER VISUAL,"OTHER ADVISORY, ASSISTNCE SVC",$878.75,
contaminated_office_name,118sdoc2,2435,GIFT SHOP Funding Year SENATE GIFT SHOP REVOLVING FUND,NCR CORPORATION,SERVICE CHARGES & OTHER FEES,$112.05,
contaminated_office_name,118sdoc2,2435,GIFT SHOP Funding Year SENATE GIFT SHOP REVOLVING FUND,NCR CORPORATION,SERVICE CHARGES & OTHER FEES,$118.95,
contaminated_office_name,118sdoc2,2435,GIFT SHOP Funding Year SENATE GIFT SHOP REVOLVING FUND,DOUGLAS P MUELLER VISUAL,"OTHER ADVISORY, ASSISTNCE SVC",$807.50,
contaminated_office_name,118sdoc2,2435,GIFT SHOP Funding Year SENATE GIFT SHOP REVOLVING FUND,RETAIL CONTROL SYSTEMS INC,IT SYSTEM DESIGN,"$4,800.00",
contaminated_office_name,118sdoc2,2435,GIFT SHOP Funding Year SENATE GIFT SHOP REVOLVING FUND,RETAIL CONTROL SYSTEMS INC,IT SYSTEM DESIGN,"$18,720.00",
contaminated_office_name,118sdoc2,2436,PHOTOGRAPHIC STUDIO Funding Year SENATE PHOTOGRAPHIC STUDIO REVOLVING FUND,SERGEANT AT ARMS,VOICE & DATA COMM EQUIPMENT,"$1,065.65",
contaminated_office_name,118sdoc2,2436,PHOTOGRAPHIC STUDIO Funding Year SENATE PHOTOGRAPHIC STUDIO REVOLVING FUND,SERGEANT AT ARMS,VOICE & DATA COMM EQUIPMENT,"$2,073.99",
contaminated_office_name,118sdoc2,2436,PHOTOGRAPHIC STUDIO Funding Year SENATE PHOTOGRAPHIC STUDIO REVOLVING FUND,CITIBANK - PURCHASE CARD,VOICE & DATA COMM EQUIPMENT,$394.37,
contaminated_office_name,118sdoc2,2436,PHOTOGRAPHIC STUDIO Funding Year SENATE PHOTOGRAPHIC STUDIO REVOLVING FUND,CITIBANK - PURCHASE CARD,VOICE & DATA COMM EQUIPMENT,"$2,395.00",
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,SERGEANT AT ARMS,"FEDERAL AUDIO, VISUAL RECORDNG","-$2,475.55",
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,SERGEANT AT ARMS,"FEDERAL AUDIO, VISUAL RECORDNG","-$5,159.00",
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,SERGEANT AT ARMS,"FEDERAL AUDIO, VISUAL RECORDNG","-$1,154.75",
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,SERGEANT AT ARMS,"FEDERAL AUDIO, VISUAL RECORDNG","-$3,088.80",
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,SERGEANT AT ARMS,"FEDERAL AUDIO, VISUAL RECORDNG","-$4,134.75",
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,SERGEANT AT ARMS,"FEDERAL AUDIO, VISUAL RECORDNG","-$3,731.00",
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,SERGEANT AT ARMS,"FEDERAL AUDIO, VISUAL RECORDNG","-$3,876.90",
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,XYTECH SYSTEMS CORPORATION,APPLICATION SOFTWARE MAINT,"$1,200.00",
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,TRANSMEDIA DYNAMICS INC,TRAIN/ORIENT/CONFERENCE FEES,"$11,224.00",
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,XYTECH SYSTEMS CORPORATION,APPLICATION SOFTWARE MAINT,$200.00,
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,THE ACADEMY OF LOWER THIRDS INC,TRAIN/ORIENT/CONFERENCE FEES,"$4,950.00",
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,XYTECH SYSTEMS CORPORATION,APPLICATION SOFTWARE MAINT,$800.00,
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,XYTECH SYSTEMS CORPORATION,APPLICATION SOFTWARE MAINT,$800.00,
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,XYTECH SYSTEMS CORPORATION,APPLICATION SOFTWARE MAINT,"$2,200.00",
contaminated_office_name,118sdoc2,2437,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,CITIBANK - PURCHASE CARD,VOICE & DATA COMM EQUIPMENT,$394.37,
contaminated_office_name,118sdoc2,2438,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,CITIBANK - PURCHASE CARD,VOICE & DATA COMM EQUIPMENT,$349.37,
contaminated_office_name,118sdoc2,2438,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,DIGITAL VIDEO GROUP INC,"AUDIO, VISUAL EQUIPMENT","$1,241.00",
contaminated_office_name,118sdoc2,2438,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,PERSPECTA ENTERPRISE SOLUTIONS LLC,"AUDIO, VISUAL EQUIPMENT","$3,419.38",
contaminated_office_name,118sdoc2,2438,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,LEVIN PROFESSIONAL SERVICES INC,"AUDIO, VISUAL EQUIPMENT","$7,061.00",
contaminated_office_name,118sdoc2,2438,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,LEVIN PROFESSIONAL SERVICES INC,"AUDIO, VISUAL EQUIPMENT",$695.00,
contaminated_office_name,118sdoc2,2438,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,NETIA INC,SOFTWARE LICENSE,"$10,625.00",
contaminated_office_name,118sdoc2,2438,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,LEVIN PROFESSIONAL SERVICES INC,"AUDIO, VISUAL EQUIPMENT","$12,940.00",
contaminated_office_name,118sdoc2,2438,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,TRANSMEDIA DYNAMICS INC,SOFTWARE CUSTOM DEVELOPED,"$4,560.00",
contaminated_office_name,118sdoc2,2438,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,LEVIN PROFESSIONAL SERVICES INC,"AUDIO, VISUAL EQUIPMENT",$140.00,
contaminated_office_name,118sdoc2,2438,RECORDING STUDIO Funding Year SENATE RECORDING STUDIO REVOLVING FUND,LEVIN PROFESSIONAL SERVICES INC,"AUDIO, VISUAL EQUIPMENT",$378.00,
contaminated_office_name,118sdoc2,2439,DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,SERGEANT AT ARMS,"FEDERAL AUDIO, VISUAL RECORDNG",$646.50,
contaminated_office_name,118sdoc2,2439,DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,CITIBANK - PURCHASE CARD,TRAIN/ORIENT/CONFERENCE FEES,"$2,520.00",
contaminated_office_name,118sdoc2,2439,DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,CITIBANK - PURCHASE CARD,SERVICE CHARGES & OTHER FEES,"$1,895.30",
contaminated_office_name,118sdoc2,2439,DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,CITIBANK - PURCHASE CARD,SERVICE CHARGES & OTHER FEES,$233.34,
contaminated_office_name,118sdoc2,2439,DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,CITIBANK - PURCHASE CARD,SERVICE CHARGES & OTHER FEES,$450.00,
contaminated_office_name,118sdoc2,2439,DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,CITIBANK - PURCHASE CARD,SERVICE CHARGES & OTHER FEES,"$1,022.12",
contaminated_office_name,118sdoc2,2439,DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,CITIBANK - PURCHASE CARD,SERVICE CHARGES & OTHER FEES,$396.00,
contaminated_office_name,118sdoc2,2439,DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,CITIBANK - PURCHASE CARD,SERVICE CHARGES & OTHER FEES,"$1,216.07",
contaminated_office_name,118sdoc2,2439,DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,CITIBANK - PURCHASE CARD,SERVICE CHARGES & OTHER FEES,"$9,399.50",
contaminated_office_name,118sdoc2,2439,DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,PAULA KYLE,TRAIN/ORIENT/CONFERENCE FEES,$900.00,
contaminated_office_name,118sdoc2,2439,DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,PAULA KYLE,TRAIN/ORIENT/CONFERENCE FEES,$648.00,
contaminated_office_name,118sdoc2,2439,DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,PAULA KYLE,TRAIN/ORIENT/CONFERENCE FEES,$432.00,
contaminated_office_name,118sdoc2,2439,DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,PAULA KYLE,TRAIN/ORIENT/CONFERENCE FEES,$738.00,
contaminated_office_name,118sdoc2,2439,DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,PAULA KYLE,TRAIN/ORIENT/CONFERENCE FEES,$684.00,
contaminated_office_name,118sdoc2,2440,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,"BROWN, CINDI M",SUPERVISOR OF SENATE HAIR CARE,"$30,728.40",
contaminated_office_name,118sdoc2,2440,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,CINDI M BROWN,THIRD PARTY COMMISSIONS,$823.30,
contaminated_office_name,118sdoc2,2440,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,KIMBERLY N COLEMAN,THIRD PARTY COMMISSIONS,"$6,725.50",
contaminated_office_name,118sdoc2,2440,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,MARIO DANGELO,THIRD PARTY COMMISSIONS,"$5,901.00",
contaminated_office_name,118sdoc2,2440,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,CINDI M BROWN,THIRD PARTY COMMISSIONS,$693.50,
contaminated_office_name,118sdoc2,2440,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,KIMBERLY N COLEMAN,THIRD PARTY COMMISSIONS,"$6,359.50",
contaminated_office_name,118sdoc2,2440,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,MARIO DANGELO,THIRD PARTY COMMISSIONS,"$5,317.00",
contaminated_office_name,118sdoc2,2440,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,CINDI M BROWN,THIRD PARTY COMMISSIONS,$685.25,
contaminated_office_name,118sdoc2,2440,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,KIMBERLY N COLEMAN,THIRD PARTY COMMISSIONS,"$5,963.75",
contaminated_office_name,118sdoc2,2440,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,MARIO DANGELO,THIRD PARTY COMMISSIONS,"$4,981.00",
contaminated_office_name,118sdoc2,2440,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,SYDNEY WEABLE,THIRD PARTY COMMISSIONS,"$1,493.75",
contaminated_office_name,118sdoc2,2440,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,CINDI M BROWN,THIRD PARTY COMMISSIONS,$688.00,
contaminated_office_name,118sdoc2,2440,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,KIMBERLY N COLEMAN,THIRD PARTY COMMISSIONS,"$5,360.00",
contaminated_office_name,118sdoc2,2440,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,MARIO DANGELO,THIRD PARTY COMMISSIONS,"$4,420.00",
contaminated_office_name,118sdoc2,2441,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,SYDNEY WEABLE,THIRD PARTY COMMISSIONS,"$2,155.70",
contaminated_office_name,118sdoc2,2441,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,CINDI M BROWN,THIRD PARTY COMMISSIONS,$676.00,
contaminated_office_name,118sdoc2,2441,SENATE HAIR CARE Funding Year SENATE HAIR CARE SERVICES REVOLVING FUND,KIMBERLY N COLEMAN,THIRD PARTY COMMISSIONS,"$5,493.99",
